asset_id,figure_id,chapter,chapter_title,working_title,visual_type,priority_score,editorial_priority,selection_status,reuse_family,source_plan
F25.10,25.10,25,Routine Hive Inspections,Space and Congestion,comparison,10,B_SUPPORTING,SELECT_IF_LAYOUT_ALLOWS,,docs/illustration-plans/chapter-25-illustration-plan.md
F25.11,25.11,25,Routine Hive Inspections,Swarm-Preparation Evidence,scientific_illustration,12,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-25-illustration-plan.md
F25.12,25.12,25,Routine Hive Inspections,Warning Signs Requiring Targeted Follow-Up,scientific_illustration,10,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-25-illustration-plan.md
F25.13,25.13,25,Routine Hive Inspections,Inspection Record and Follow-Up Loop,decision_flow,9,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-25-illustration-plan.md
F25.14,25.14,25,Routine Hive Inspections,Closing the Hive Without Crushing Bees,scientific_illustration,4,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-25-illustration-plan.md
F26.01,26.1,26,Feeding Bees,Natural and Supplemental Nutrition,anatomical,11,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-26-illustration-plan.md
F26.02,26.2,26,Feeding Bees,Syrup Preparation by Weight,process,6,B_SUPPORTING,SELECT_IF_LAYOUT_ALLOWS,,docs/illustration-plans/chapter-26-illustration-plan.md
F26.03,26.3,26,Feeding Bees,Feeder Types,technical_cutaway,4,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-26-illustration-plan.md
F26.04,26.4,26,Feeding Bees,Anti-Drowning Features,scientific_illustration,2,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-26-illustration-plan.md
F26.05,26.5,26,Feeding Bees,Robbing Prevention During Feeding,comparison,4,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-26-illustration-plan.md
F26.06,26.6,26,Feeding Bees,Brood Nest Before and After Overfeeding,comparison,8,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-26-illustration-plan.md
F26.07,26.7,26,Feeding Bees,Feeding Decision Flow,decision_flow,9,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-26-illustration-plan.md
F26.08,26.8,26,Feeding Bees,Protein Patty Placement,technical_cutaway,8,B_SUPPORTING,SELECT_IF_LAYOUT_ALLOWS,,docs/illustration-plans/chapter-26-illustration-plan.md
F26.09,26.9,26,Feeding Bees,Feeding Record Example,process,0,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-26-illustration-plan.md
F26.10,26.10,26,Feeding Bees,Honey-Quality Safeguard,process,4,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-26-illustration-plan.md
F27.01,27.1,27,Emergency and Winter Feeding,Winter Cluster and Accessible Stores,technical_cutaway,4,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-27-illustration-plan.md
F27.02,27.2,27,Emergency and Winter Feeding,Isolation Starvation,scientific_illustration,4,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-27-illustration-plan.md
F27.03,27.3,27,Emergency and Winter Feeding,Winter Feed Types,scientific_illustration,2,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-27-illustration-plan.md
F27.04,27.4,27,Emergency and Winter Feeding,Fondant Placement,technical_cutaway,4,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-27-illustration-plan.md
F27.05,27.5,27,Emergency and Winter Feeding,Incorrect Feed Placement,scientific_illustration,2,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-27-illustration-plan.md
F27.06,27.6,27,Emergency and Winter Feeding,Hive Weight Monitoring,chart_data,5,B_SUPPORTING,SELECT_IF_LAYOUT_ALLOWS,,docs/illustration-plans/chapter-27-illustration-plan.md
F27.07,27.7,27,Emergency and Winter Feeding,Condensation and Moisture,technical_cutaway,6,A_CORE,SELECT_FOR_FINAL_LAYOUT,HONEY_QUALITY_FAMILY,docs/illustration-plans/chapter-27-illustration-plan.md
F27.08,27.8,27,Emergency and Winter Feeding,Emergency Feeding Sequence,process,6,B_SUPPORTING,SELECT_IF_LAYOUT_ALLOWS,,docs/illustration-plans/chapter-27-illustration-plan.md
F27.09,27.9,27,Emergency and Winter Feeding,Food Frame Placement,scientific_illustration,4,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-27-illustration-plan.md
F27.10,27.10,27,Emergency and Winter Feeding,Autumn Preparation Timeline,timeline,7,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-27-illustration-plan.md
F27.11,27.11,27,Emergency and Winter Feeding,Winter Entrance Conditions,scientific_illustration,2,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-27-illustration-plan.md
F27.12,27.12,27,Emergency and Winter Feeding,Winter Feeding Decision Chart,decision_flow,9,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-27-illustration-plan.md
F28.01,28.1,28,Swarm Prevention,Natural Swarm Cycle,scientific_illustration,8,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-28-illustration-plan.md
F28.02,28.2,28,Swarm Prevention,Congestion Versus Empty Volume,comparison,6,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-28-illustration-plan.md
F28.03,28.3,28,Swarm Prevention,Brood-Nest Restriction,scientific_illustration,8,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-28-illustration-plan.md
F28.04,28.4,28,Swarm Prevention,Queen Cup Development,scientific_illustration,6,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-28-illustration-plan.md
F28.05,28.5,28,Swarm Prevention,Queen-Cell Types,scientific_illustration,8,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-28-illustration-plan.md
F28.06,28.6,28,Swarm Prevention,"Early, Intermediate and Advanced Preparation",scientific_illustration,4,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-28-illustration-plan.md
F28.07,28.7,28,Swarm Prevention,Effective Supering,scientific_illustration,2,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-28-illustration-plan.md
F28.08,28.8,28,Swarm Prevention,Opening the Brood Nest,scientific_illustration,4,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-28-illustration-plan.md
F28.09,28.9,28,Swarm Prevention,Nucleus Formation,scientific_illustration,6,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-28-illustration-plan.md
F28.10,28.10,28,Swarm Prevention,Artificial Swarm,scientific_illustration,8,B_SUPPORTING,SELECT_IF_LAYOUT_ALLOWS,,docs/illustration-plans/chapter-28-illustration-plan.md
F28.11,28.11,28,Swarm Prevention,Demaree-Type Arrangement,scientific_illustration,8,B_SUPPORTING,SELECT_IF_LAYOUT_ALLOWS,,docs/illustration-plans/chapter-28-illustration-plan.md
F28.12,28.12,28,Swarm Prevention,Horizontal Hive Expansion,scientific_illustration,4,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-28-illustration-plan.md
F28.13,28.13,28,Swarm Prevention,Post-Intervention Inspection,scientific_illustration,4,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-28-illustration-plan.md
F29.01,29.1,29,Swarm Capture,Swarm Reproductive Sequence,process,10,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-29-illustration-plan.md
F29.02,29.2,29,Swarm Capture,Primary Swarm and Afterswarm,timeline,7,B_SUPPORTING,SELECT_IF_LAYOUT_ALLOWS,,docs/illustration-plans/chapter-29-illustration-plan.md
F29.03,29.3,29,Swarm Capture,Capture Safety Assessment,scientific_illustration,4,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-29-illustration-plan.md
F29.04,29.4,29,Swarm Capture,Swarm Capture Equipment,scientific_illustration,6,B_SUPPORTING,SELECT_IF_LAYOUT_ALLOWS,,docs/illustration-plans/chapter-29-illustration-plan.md
F29.05,29.5,29,Swarm Capture,Low Branch Capture,process,4,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-29-illustration-plan.md
F29.06,29.6,29,Swarm Capture,Wall and Fence Capture,scientific_illustration,2,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-29-illustration-plan.md
F29.07,29.7,29,Swarm Capture,Sheet-and-Ramp Method,scientific_illustration,4,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-29-illustration-plan.md
F29.08,29.8,29,Swarm Capture,Signs the Queen Is Inside,scientific_illustration,4,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-29-illustration-plan.md
F29.09,29.9,29,Swarm Capture,Ventilated Transport Box,scientific_illustration,2,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-29-illustration-plan.md
F29.10,29.10,29,Swarm Capture,Installing the Swarm,process,8,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-29-illustration-plan.md
F29.11,29.11,29,Swarm Capture,"Drawn Comb, Foundation and Natural Comb",scientific_illustration,2,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-29-illustration-plan.md
F29.12,29.12,29,Swarm Capture,Preventing Absconding,scientific_illustration,6,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-29-illustration-plan.md
F29.13,29.13,29,Swarm Capture,Bait Hive Design,scientific_illustration,2,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-29-illustration-plan.md
F29.14,29.14,29,Swarm Capture,Bait Hive Locations,scientific_illustration,2,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-29-illustration-plan.md
F29.15,29.15,29,Swarm Capture,First Inspection,scientific_illustration,8,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-29-illustration-plan.md
F30.01,30.1,30,Splitting Colonies,Resources Required for a Split,scientific_illustration,8,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-30-illustration-plan.md
F30.02,30.2,30,Splitting Colonies,Donor Colony Assessment,scientific_illustration,8,A_CORE,SELECT_FOR_FINAL_LAYOUT,HEALTHY_BROOD_REFERENCE,docs/illustration-plans/chapter-30-illustration-plan.md
F30.03,30.3,30,Splitting Colonies,Queen Strategy Comparison,comparison,8,B_SUPPORTING,SELECT_IF_LAYOUT_ALLOWS,,docs/illustration-plans/chapter-30-illustration-plan.md
F30.04,30.4,30,Splitting Colonies,Equal and Unequal Splits,scientific_illustration,4,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-30-illustration-plan.md
F30.05,30.5,30,Splitting Colonies,Walk-Away Split,scientific_illustration,6,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-30-illustration-plan.md
F30.06,30.6,30,Splitting Colonies,Mated-Queen Split,scientific_illustration,4,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-30-illustration-plan.md
F30.07,30.7,30,Splitting Colonies,Queen-Cell Split,process,8,B_SUPPORTING,SELECT_IF_LAYOUT_ALLOWS,,docs/illustration-plans/chapter-30-illustration-plan.md
F30.08,30.8,30,Splitting Colonies,Brood Balance,scientific_illustration,4,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-30-illustration-plan.md
F30.09,30.9,30,Splitting Colonies,Flying-Bee Drift,scientific_illustration,2,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-30-illustration-plan.md
F30.10,30.10,30,Splitting Colonies,Same-Apiary and Remote Movement,scientific_illustration,2,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-30-illustration-plan.md
F30.11,30.11,30,Splitting Colonies,Hive Volume,scientific_illustration,2,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-30-illustration-plan.md
F30.12,30.12,30,Splitting Colonies,Queen Development Timeline,timeline,5,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-30-illustration-plan.md
F30.13,30.13,30,Splitting Colonies,First Inspection,scientific_illustration,8,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-30-illustration-plan.md
F30.14,30.14,30,Splitting Colonies,Failed Split Decision,decision_flow,9,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-30-illustration-plan.md
F30.15,30.15,30,Splitting Colonies,Overwintering Split,scientific_illustration,8,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-30-illustration-plan.md
F31.01,31.1,31,Requeening,Reasons for Requeening,scientific_illustration,6,B_SUPPORTING,SELECT_IF_LAYOUT_ALLOWS,,docs/illustration-plans/chapter-31-illustration-plan.md
F31.02,31.2,31,Requeening,Queen Failure Versus Other Problems,comparison,12,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-31-illustration-plan.md
F31.03,31.3,31,Requeening,Drone-Laying Queen and Laying Workers,scientific_illustration,6,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-31-illustration-plan.md
F31.04,31.4,31,Requeening,Queen Introduction Equipment,scientific_illustration,4,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-31-illustration-plan.md
F31.05,31.5,31,Requeening,Finding and Removing the Old Queen,scientific_illustration,8,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-31-illustration-plan.md
F31.06,31.6,31,Requeening,Correct Cage Placement,scientific_illustration,4,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-31-illustration-plan.md
F31.07,31.7,31,Requeening,Acceptance and Rejection Behaviour,scientific_illustration,2,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-31-illustration-plan.md
F31.08,31.8,31,Requeening,Candy Release,scientific_illustration,2,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-31-illustration-plan.md
F31.09,31.9,31,Requeening,Push-In Cage,scientific_illustration,6,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-31-illustration-plan.md
F31.10,31.10,31,Requeening,Introduction Through a Nucleus,scientific_illustration,4,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-31-illustration-plan.md
F31.11,31.11,31,Requeening,Queen Development and Status Decision,decision_flow,7,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-31-illustration-plan.md
F31.12,31.12,31,Requeening,Failed Introduction Decision,decision_flow,7,B_SUPPORTING,SELECT_IF_LAYOUT_ALLOWS,,docs/illustration-plans/chapter-31-illustration-plan.md
F31.13,31.13,31,Requeening,Queen Marking,scientific_illustration,4,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-31-illustration-plan.md
F31.14,31.14,31,Requeening,Worker Replacement Timeline,timeline,5,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-31-illustration-plan.md
F31.15,31.15,31,Requeening,Queen Record,scientific_illustration,6,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-31-illustration-plan.md
F32.01,32.1,32,Queen Rearing,Queen Development Timeline,timeline,5,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-32-illustration-plan.md
F32.02,32.2,32,Queen Rearing,Larval Age Selection,scientific_illustration,4,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-32-illustration-plan.md
F32.03,32.3,32,Queen Rearing,Breeder-Colony Selection,scientific_illustration,8,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-32-illustration-plan.md
F32.04,32.4,32,Queen Rearing,Maternal and Paternal Genetics,scientific_illustration,4,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-32-illustration-plan.md
F32.05,32.5,32,Queen Rearing,Starter and Finisher Colonies,scientific_illustration,4,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-32-illustration-plan.md
F32.06,32.6,32,Queen Rearing,Grafting Sequence,process,4,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-32-illustration-plan.md
F32.07,32.7,32,Queen Rearing,Grafting Tools,scientific_illustration,2,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-32-illustration-plan.md
F32.08,32.8,32,Queen Rearing,Accepted and Rejected Cells,scientific_illustration,4,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-32-illustration-plan.md
F32.09,32.9,32,Queen Rearing,Non-Grafting Methods,scientific_illustration,4,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-32-illustration-plan.md
F32.10,32.10,32,Queen Rearing,Queen-Cell Protection,process,6,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-32-illustration-plan.md
F32.11,32.11,32,Queen Rearing,Mating Nucleus,scientific_illustration,6,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-32-illustration-plan.md
F32.12,32.12,32,Queen Rearing,Mating-Apiary Layout,map_landscape,3,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,APIARY_SITE_SYSTEM,docs/illustration-plans/chapter-32-illustration-plan.md
F32.13,32.13,32,Queen Rearing,Queen Mating,scientific_illustration,4,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-32-illustration-plan.md
F32.14,32.14,32,Queen Rearing,Newly Mated Queen Evaluation,scientific_illustration,6,B_SUPPORTING,SELECT_IF_LAYOUT_ALLOWS,,docs/illustration-plans/chapter-32-illustration-plan.md
F32.15,32.15,32,Queen Rearing,Queen-Rearing Record,scientific_illustration,6,B_SUPPORTING,SELECT_IF_LAYOUT_ALLOWS,,docs/illustration-plans/chapter-32-illustration-plan.md
F33.01,33.1,33,Moving Colonies,Short and Long Moves,scientific_illustration,4,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-33-illustration-plan.md
F33.02,33.2,33,Moving Colonies,Worker Orientation,scientific_illustration,4,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-33-illustration-plan.md
F33.03,33.3,33,Moving Colonies,Hive Transport Preparation,scientific_illustration,4,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-33-illustration-plan.md
F33.04,33.4,33,Moving Colonies,Correct and Incorrect Entrance Closure,scientific_illustration,4,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-33-illustration-plan.md
F33.05,33.5,33,Moving Colonies,Natural-Comb Transport,scientific_illustration,4,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-33-illustration-plan.md
F33.06,33.6,33,Moving Colonies,Vehicle Loading,scientific_illustration,6,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-33-illustration-plan.md
F33.07,33.7,33,Moving Colonies,Manual Handling,process,6,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-33-illustration-plan.md
F33.08,33.8,33,Moving Colonies,Heat Risk,scientific_illustration,6,B_SUPPORTING,SELECT_IF_LAYOUT_ALLOWS,,docs/illustration-plans/chapter-33-illustration-plan.md
F33.09,33.9,33,Moving Colonies,Destination Preparation,scientific_illustration,4,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-33-illustration-plan.md
F33.10,33.10,33,Moving Colonies,Reorientation Obstruction,scientific_illustration,6,B_SUPPORTING,SELECT_IF_LAYOUT_ALLOWS,,docs/illustration-plans/chapter-33-illustration-plan.md
F33.11,33.11,33,Moving Colonies,Moving Within an Apiary,scientific_illustration,4,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-33-illustration-plan.md
F33.12,33.12,33,Moving Colonies,Emergency Box Separation,process,10,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-33-illustration-plan.md
F33.13,33.13,33,Moving Colonies,Unloading Sequence,process,6,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-33-illustration-plan.md
F33.14,33.14,33,Moving Colonies,Post-Move Inspection,scientific_illustration,12,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-33-illustration-plan.md
F33.15,33.15,33,Moving Colonies,Movement Record,scientific_illustration,6,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-33-illustration-plan.md
F34.01,34.1,34,Seasonal Beekeeping Calendar,The Biological Colony Year,timeline,7,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-34-illustration-plan.md
F34.02,34.2,34,Seasonal Beekeeping Calendar,Seasonal Decision Framework,decision_flow,11,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-34-illustration-plan.md
F34.03,34.3,34,Seasonal Beekeeping Calendar,Northern and Southern Hemisphere Calendar Comparison,timeline,3,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-34-illustration-plan.md
F34.04,34.4,34,Seasonal Beekeeping Calendar,Seasonal Inspection Objectives,process,8,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-34-illustration-plan.md
F34.05,34.5,34,Seasonal Beekeeping Calendar,"Population, Brood, Stores, and Parasite Pressure",chart_data,5,B_SUPPORTING,SELECT_IF_LAYOUT_ALLOWS,,docs/illustration-plans/chapter-34-illustration-plan.md
F34.06,34.6,34,Seasonal Beekeeping Calendar,One-Phase-Ahead Planning,chart_data,3,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-34-illustration-plan.md
F34.07,34.7,34,Seasonal Beekeeping Calendar,Seasonal Equipment Readiness,timeline,7,B_SUPPORTING,SELECT_IF_LAYOUT_ALLOWS,,docs/illustration-plans/chapter-34-illustration-plan.md
F35.01,35.1,35,Monthly Management Tasks,Twelve-Month Management Wheel,timeline,3,B_SUPPORTING,SELECT_IF_LAYOUT_ALLOWS,,docs/illustration-plans/chapter-35-illustration-plan.md
F35.02,35.2,35,Monthly Management Tasks,Monthly Priority Matrix,chart_data,9,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-35-illustration-plan.md
F35.03,35.3,35,Monthly Management Tasks,One-Month-Ahead Equipment Planning,chart_data,7,A_CORE,SELECT_FOR_FINAL_LAYOUT,CLEAN_ZONE_SYSTEM,docs/illustration-plans/chapter-35-illustration-plan.md
F35.04,35.4,35,Monthly Management Tasks,Monthly Inspection Record,scientific_illustration,8,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-35-illustration-plan.md
F35.05,35.5,35,Monthly Management Tasks,Northern and Southern Month Conversion,timeline,3,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-35-illustration-plan.md
