asset_id,figure_id,chapter,chapter_title,part,working_title,visual_type,production_status,rights_status,accuracy_status,recommended_print_size,source_plan
F29.13,29.13,29,Swarm Capture,IV — Colony Management,Bait Hive Design,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-29-illustration-plan.md
F29.14,29.14,29,Swarm Capture,IV — Colony Management,Bait Hive Locations,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-29-illustration-plan.md
F29.15,29.15,29,Swarm Capture,IV — Colony Management,First Inspection,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-29-illustration-plan.md
F30.01,30.1,30,Splitting Colonies,IV — Colony Management,Resources Required for a Split,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-30-illustration-plan.md
F30.02,30.2,30,Splitting Colonies,IV — Colony Management,Donor Colony Assessment,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-30-illustration-plan.md
F30.03,30.3,30,Splitting Colonies,IV — Colony Management,Queen Strategy Comparison,comparison,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column,docs/illustration-plans/chapter-30-illustration-plan.md
F30.04,30.4,30,Splitting Colonies,IV — Colony Management,Equal and Unequal Splits,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-30-illustration-plan.md
F30.05,30.5,30,Splitting Colonies,IV — Colony Management,Walk-Away Split,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-30-illustration-plan.md
F30.06,30.6,30,Splitting Colonies,IV — Colony Management,Mated-Queen Split,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-30-illustration-plan.md
F30.07,30.7,30,Splitting Colonies,IV — Colony Management,Queen-Cell Split,process,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-30-illustration-plan.md
F30.08,30.8,30,Splitting Colonies,IV — Colony Management,Brood Balance,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-30-illustration-plan.md
F30.09,30.9,30,Splitting Colonies,IV — Colony Management,Flying-Bee Drift,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-30-illustration-plan.md
F30.10,30.10,30,Splitting Colonies,IV — Colony Management,Same-Apiary and Remote Movement,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-30-illustration-plan.md
F30.11,30.11,30,Splitting Colonies,IV — Colony Management,Hive Volume,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-30-illustration-plan.md
F30.12,30.12,30,Splitting Colonies,IV — Colony Management,Queen Development Timeline,timeline,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column-or-full-page,docs/illustration-plans/chapter-30-illustration-plan.md
F30.13,30.13,30,Splitting Colonies,IV — Colony Management,First Inspection,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-30-illustration-plan.md
F30.14,30.14,30,Splitting Colonies,IV — Colony Management,Failed Split Decision,decision_flow,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column-or-full-page,docs/illustration-plans/chapter-30-illustration-plan.md
F30.15,30.15,30,Splitting Colonies,IV — Colony Management,Overwintering Split,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-30-illustration-plan.md
F31.01,31.1,31,Requeening,IV — Colony Management,Reasons for Requeening,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-31-illustration-plan.md
F31.02,31.2,31,Requeening,IV — Colony Management,Queen Failure Versus Other Problems,comparison,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column,docs/illustration-plans/chapter-31-illustration-plan.md
F31.03,31.3,31,Requeening,IV — Colony Management,Drone-Laying Queen and Laying Workers,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-31-illustration-plan.md
F31.04,31.4,31,Requeening,IV — Colony Management,Queen Introduction Equipment,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-31-illustration-plan.md
F31.05,31.5,31,Requeening,IV — Colony Management,Finding and Removing the Old Queen,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-31-illustration-plan.md
F31.06,31.6,31,Requeening,IV — Colony Management,Correct Cage Placement,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-31-illustration-plan.md
F31.07,31.7,31,Requeening,IV — Colony Management,Acceptance and Rejection Behaviour,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-31-illustration-plan.md
F31.08,31.8,31,Requeening,IV — Colony Management,Candy Release,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-31-illustration-plan.md
F31.09,31.9,31,Requeening,IV — Colony Management,Push-In Cage,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-31-illustration-plan.md
F31.10,31.10,31,Requeening,IV — Colony Management,Introduction Through a Nucleus,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-31-illustration-plan.md
F31.11,31.11,31,Requeening,IV — Colony Management,Queen Development and Status Decision,decision_flow,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column-or-full-page,docs/illustration-plans/chapter-31-illustration-plan.md
F31.12,31.12,31,Requeening,IV — Colony Management,Failed Introduction Decision,decision_flow,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column-or-full-page,docs/illustration-plans/chapter-31-illustration-plan.md
F31.13,31.13,31,Requeening,IV — Colony Management,Queen Marking,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-31-illustration-plan.md
F31.14,31.14,31,Requeening,IV — Colony Management,Worker Replacement Timeline,timeline,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column-or-full-page,docs/illustration-plans/chapter-31-illustration-plan.md
F31.15,31.15,31,Requeening,IV — Colony Management,Queen Record,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-31-illustration-plan.md
F32.01,32.1,32,Queen Rearing,IV — Colony Management,Queen Development Timeline,timeline,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column-or-full-page,docs/illustration-plans/chapter-32-illustration-plan.md
F32.02,32.2,32,Queen Rearing,IV — Colony Management,Larval Age Selection,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-32-illustration-plan.md
F32.03,32.3,32,Queen Rearing,IV — Colony Management,Breeder-Colony Selection,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-32-illustration-plan.md
F32.04,32.4,32,Queen Rearing,IV — Colony Management,Maternal and Paternal Genetics,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-32-illustration-plan.md
F32.05,32.5,32,Queen Rearing,IV — Colony Management,Starter and Finisher Colonies,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-32-illustration-plan.md
F32.06,32.6,32,Queen Rearing,IV — Colony Management,Grafting Sequence,process,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-32-illustration-plan.md
F32.07,32.7,32,Queen Rearing,IV — Colony Management,Grafting Tools,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-32-illustration-plan.md
F32.08,32.8,32,Queen Rearing,IV — Colony Management,Accepted and Rejected Cells,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-32-illustration-plan.md
F32.09,32.9,32,Queen Rearing,IV — Colony Management,Non-Grafting Methods,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-32-illustration-plan.md
F32.10,32.10,32,Queen Rearing,IV — Colony Management,Queen-Cell Protection,process,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-32-illustration-plan.md
F32.11,32.11,32,Queen Rearing,IV — Colony Management,Mating Nucleus,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-32-illustration-plan.md
F32.12,32.12,32,Queen Rearing,IV — Colony Management,Mating-Apiary Layout,map_landscape,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column-or-full-page,docs/illustration-plans/chapter-32-illustration-plan.md
F32.13,32.13,32,Queen Rearing,IV — Colony Management,Queen Mating,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-32-illustration-plan.md
F32.14,32.14,32,Queen Rearing,IV — Colony Management,Newly Mated Queen Evaluation,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-32-illustration-plan.md
F32.15,32.15,32,Queen Rearing,IV — Colony Management,Queen-Rearing Record,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-32-illustration-plan.md
F33.01,33.1,33,Moving Colonies,IV — Colony Management,Short and Long Moves,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-33-illustration-plan.md
F33.02,33.2,33,Moving Colonies,IV — Colony Management,Worker Orientation,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-33-illustration-plan.md
F33.03,33.3,33,Moving Colonies,IV — Colony Management,Hive Transport Preparation,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-33-illustration-plan.md
F33.04,33.4,33,Moving Colonies,IV — Colony Management,Correct and Incorrect Entrance Closure,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-33-illustration-plan.md
F33.05,33.5,33,Moving Colonies,IV — Colony Management,Natural-Comb Transport,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-33-illustration-plan.md
F33.06,33.6,33,Moving Colonies,IV — Colony Management,Vehicle Loading,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-33-illustration-plan.md
F33.07,33.7,33,Moving Colonies,IV — Colony Management,Manual Handling,process,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-33-illustration-plan.md
F33.08,33.8,33,Moving Colonies,IV — Colony Management,Heat Risk,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-33-illustration-plan.md
F33.09,33.9,33,Moving Colonies,IV — Colony Management,Destination Preparation,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-33-illustration-plan.md
F33.10,33.10,33,Moving Colonies,IV — Colony Management,Reorientation Obstruction,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-33-illustration-plan.md
F33.11,33.11,33,Moving Colonies,IV — Colony Management,Moving Within an Apiary,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-33-illustration-plan.md
F33.12,33.12,33,Moving Colonies,IV — Colony Management,Emergency Box Separation,process,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-33-illustration-plan.md
F33.13,33.13,33,Moving Colonies,IV — Colony Management,Unloading Sequence,process,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-33-illustration-plan.md
F33.14,33.14,33,Moving Colonies,IV — Colony Management,Post-Move Inspection,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-33-illustration-plan.md
F33.15,33.15,33,Moving Colonies,IV — Colony Management,Movement Record,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-33-illustration-plan.md
F34.01,34.1,34,Seasonal Beekeeping Calendar,IV — Colony Management,The Biological Colony Year,timeline,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column-or-full-page,docs/illustration-plans/chapter-34-illustration-plan.md
F34.02,34.2,34,Seasonal Beekeeping Calendar,IV — Colony Management,Seasonal Decision Framework,decision_flow,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column-or-full-page,docs/illustration-plans/chapter-34-illustration-plan.md
F34.03,34.3,34,Seasonal Beekeeping Calendar,IV — Colony Management,Northern and Southern Hemisphere Calendar Comparison,timeline,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column-or-full-page,docs/illustration-plans/chapter-34-illustration-plan.md
F34.04,34.4,34,Seasonal Beekeeping Calendar,IV — Colony Management,Seasonal Inspection Objectives,process,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-34-illustration-plan.md
F34.05,34.5,34,Seasonal Beekeeping Calendar,IV — Colony Management,"Population, Brood, Stores, and Parasite Pressure",chart_data,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column-or-full-page,docs/illustration-plans/chapter-34-illustration-plan.md
F34.06,34.6,34,Seasonal Beekeeping Calendar,IV — Colony Management,One-Phase-Ahead Planning,chart_data,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column-or-full-page,docs/illustration-plans/chapter-34-illustration-plan.md
F34.07,34.7,34,Seasonal Beekeeping Calendar,IV — Colony Management,Seasonal Equipment Readiness,timeline,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column-or-full-page,docs/illustration-plans/chapter-34-illustration-plan.md
F35.01,35.1,35,Monthly Management Tasks,IV — Colony Management,Twelve-Month Management Wheel,timeline,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column-or-full-page,docs/illustration-plans/chapter-35-illustration-plan.md
F35.02,35.2,35,Monthly Management Tasks,IV — Colony Management,Monthly Priority Matrix,chart_data,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column-or-full-page,docs/illustration-plans/chapter-35-illustration-plan.md
F35.03,35.3,35,Monthly Management Tasks,IV — Colony Management,One-Month-Ahead Equipment Planning,chart_data,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column-or-full-page,docs/illustration-plans/chapter-35-illustration-plan.md
F35.04,35.4,35,Monthly Management Tasks,IV — Colony Management,Monthly Inspection Record,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-35-illustration-plan.md
F35.05,35.5,35,Monthly Management Tasks,IV — Colony Management,Northern and Southern Month Conversion,timeline,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column-or-full-page,docs/illustration-plans/chapter-35-illustration-plan.md
F35.06,35.6,35,Monthly Management Tasks,IV — Colony Management,Monthly Task Priority System,chart_data,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column-or-full-page,docs/illustration-plans/chapter-35-illustration-plan.md
F36.01,36.1,36,Record Keeping,IV — Colony Management,Complete Apiary Record System,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-36-illustration-plan.md
F36.02,36.2,36,Record Keeping,IV — Colony Management,Colony Inspection Record Sheet,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-36-illustration-plan.md
F36.03,36.3,36,Record Keeping,IV — Colony Management,Identification Hierarchy,chart_data,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column-or-full-page,docs/illustration-plans/chapter-36-illustration-plan.md
F36.04,36.4,36,Record Keeping,IV — Colony Management,"Paper, Digital, and Hybrid Systems",comparison,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column,docs/illustration-plans/chapter-36-illustration-plan.md
F36.05,36.5,36,Record Keeping,IV — Colony Management,Treatment Traceability Chain,decision_flow,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column-or-full-page,docs/illustration-plans/chapter-36-illustration-plan.md
F36.06,36.6,36,Record Keeping,IV — Colony Management,Honey Batch Traceability,process,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-36-illustration-plan.md
F36.07,36.7,36,Record Keeping,IV — Colony Management,Record Review Cycle,decision_flow,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column-or-full-page,docs/illustration-plans/chapter-36-illustration-plan.md
F37.01,37.1,37,Common Beginner Mistakes,IV — Colony Management,Inspection Mistakes,process,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-37-illustration-plan.md
F37.02,37.2,37,Common Beginner Mistakes,IV — Colony Management,Space Management Errors,comparison,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column,docs/illustration-plans/chapter-37-illustration-plan.md
F37.03,37.3,37,Common Beginner Mistakes,IV — Colony Management,Queen-Cell Decision Guide,decision_flow,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column-or-full-page,docs/illustration-plans/chapter-37-illustration-plan.md
F37.04,37.4,37,Common Beginner Mistakes,IV — Colony Management,Feeding and Robbing Risks,chart_data,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column-or-full-page,docs/illustration-plans/chapter-37-illustration-plan.md
F37.05,37.5,37,Common Beginner Mistakes,IV — Colony Management,Delayed Parasite Management,chart_data,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column-or-full-page,docs/illustration-plans/chapter-37-illustration-plan.md
F37.06,37.6,37,Common Beginner Mistakes,IV — Colony Management,Harvest Mistakes,comparison,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column,docs/illustration-plans/chapter-37-illustration-plan.md
F37.07,37.7,37,Common Beginner Mistakes,IV — Colony Management,Mistake Correction Cycle,chart_data,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column-or-full-page,docs/illustration-plans/chapter-37-illustration-plan.md
F38.01,38.1,38,Emergency Colony Problems,IV — Colony Management,Emergency Triage Sequence,decision_flow,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column-or-full-page,docs/illustration-plans/chapter-38-illustration-plan.md
F38.02,38.2,38,Emergency Colony Problems,IV — Colony Management,Starvation Versus Accessible Stores,comparison,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column,docs/illustration-plans/chapter-38-illustration-plan.md
F38.03,38.3,38,Emergency Colony Problems,IV — Colony Management,Severe Robbing at the Entrance,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-38-illustration-plan.md
F38.04,38.4,38,Emergency Colony Problems,IV — Colony Management,Transport Overheating,comparison,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column,docs/illustration-plans/chapter-38-illustration-plan.md
F38.05,38.5,38,Emergency Colony Problems,IV — Colony Management,Comb Collapse and Frame Handling,process,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-38-illustration-plan.md
F38.06,38.6,38,Emergency Colony Problems,IV — Colony Management,Storm-Damaged Hive Recovery,process,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-38-illustration-plan.md
F38.07,38.7,38,Emergency Colony Problems,IV — Colony Management,Sudden Mortality Evidence Map,map_landscape,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column-or-full-page,docs/illustration-plans/chapter-38-illustration-plan.md
F38.08,38.8,38,Emergency Colony Problems,IV — Colony Management,Suspected Disease Biosecurity Zone,map_landscape,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column-or-full-page,docs/illustration-plans/chapter-38-illustration-plan.md
F38.09,38.9,38,Emergency Colony Problems,IV — Colony Management,Emergency Record Sheet Example,chart_data,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column-or-full-page,docs/illustration-plans/chapter-38-illustration-plan.md
F38.10,38.10,38,Emergency Colony Problems,IV — Colony Management,Recovery Monitoring Timeline,timeline,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column-or-full-page,docs/illustration-plans/chapter-38-illustration-plan.md
F39.01,39.1,39,Diseases,V — Bee Health,Disease Investigation Framework,decision_flow,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column-or-full-page,docs/illustration-plans/chapter-39-illustration-plan.md
F39.02,39.2,39,Diseases,V — Bee Health,Healthy Brood Reference,comparison,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column,docs/illustration-plans/chapter-39-illustration-plan.md
F39.03,39.3,39,Diseases,V — Bee Health,Patchy Brood Has Multiple Causes,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-39-illustration-plan.md
F39.04,39.4,39,Diseases,V — Bee Health,American Foulbrood Suspicion Features,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-39-illustration-plan.md
F39.05,39.5,39,Diseases,V — Bee Health,European Foulbrood Suspicion Features,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-39-illustration-plan.md
F39.06,39.6,39,Diseases,V — Bee Health,AFB and EFB Comparison,chart_data,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column-or-full-page,docs/illustration-plans/chapter-39-illustration-plan.md
F39.07,39.7,39,Diseases,V — Bee Health,Chalkbrood Progression,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-39-illustration-plan.md
F39.08,39.8,39,Diseases,V — Bee Health,Sacbrood Larva,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-39-illustration-plan.md
F39.09,39.9,39,Diseases,V — Bee Health,Adult-Bee Warning Signs,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-39-illustration-plan.md
